p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	3.8462491898463744	0.409	0.079	0	Late Erythroid	CPOX
6.154655540823785e-175	3.8324302486733965	0.111	0.01	2.311257795245556e-170	Late Erythroid	CA3-AS1
0	3.760696076199166	0.783	0.325	0	Late Erythroid	BNIP3L
1.2146078183366162e-156	3.7288556647973916	0.12	0.013	4.561216740199495e-152	Late Erythroid	MST1
5.91363983851553e-263	3.7123204759269077	0.21	0.024	2.220749168557737e-258	Late Erythroid	TGM2
7.21578749506249e-214	3.710447294709247	0.241	0.039	2.7097446780208166e-209	Late Erythroid	CLIC2
0	3.6966088435856936	0.335	0.038	0	Late Erythroid	MFSD2B
0	3.6320439973526213	0.292	0.031	0	Late Erythroid	XK
2.2920902433682433e-192	3.598949937446111	0.426	0.135	8.607486490920764e-188	Late Erythroid	EIF1AY
0	3.58179700039381	0.645	0.142	0	Late Erythroid	TSPAN5
1.3292281793476639e-93	3.580941921617389	0.113	0.019	4.991650581904282e-89	Late Erythroid	CDH1
0	3.578408786960289	0.659	0.145	0	Late Erythroid	MARCHF8
0	3.5676136518424384	0.358	0.061	0	Late Erythroid	EPOR
9.86089709027337e-295	3.5646785078735754	0.361	0.065	3.703062684310359e-290	Late Erythroid	ERMAP
3.0789996686124454e-215	3.5600884364301804	0.158	0.016	1.1562567455540317e-210	Late Erythroid	ABCG2
0	3.5373995924487254	0.372	0.048	0	Late Erythroid	NPL
0	3.5369775685954647	0.456	0.059	0	Late Erythroid	TAL1
1.8959339774395775e-141	3.5323946340012524	0.138	0.019	7.1198008654788455e-137	Late Erythroid	TBCEL
6.793487956403038e-198	3.5123432992152654	0.147	0.015	2.5511585322680327e-193	Late Erythroid	KDM7A-DT
0	3.476195118957656	0.442	0.048	0	Late Erythroid	SLC14A1
3.667161690504414e-194	3.469249522498102	0.23	0.039	1.3771292296351227e-189	Late Erythroid	ANKLE1
1.443833514805183e-307	3.439209666239742	0.26	0.031	5.422027998147904e-303	Late Erythroid	ADD2
0	3.433995125150481	0.316	0.037	0	Late Erythroid	GPR146
0	3.4209076209911427	0.384	0.053	0	Late Erythroid	YOD1
0	3.419825954303984	0.338	0.049	0	Late Erythroid	CTSL
0	3.383970579241745	0.893	0.457	0	Late Erythroid	PRDX2
0	3.3164636624197006	0.7	0.181	0	Late Erythroid	TRAK2
7.070562107872902e-143	3.3101624971967096	0.164	0.026	2.6552081883695108e-138	Late Erythroid	CCRL2
0	3.263142894526895	0.368	0.059	0	Late Erythroid	DNAJA4
7.701228472793151e-222	3.2577934944410893	0.43	0.12	2.892042328388012e-217	Late Erythroid	ABCB10
1.2869267835963137e-233	3.226470841176935	0.201	0.024	4.8327961504392366e-229	Late Erythroid	MRC2
8.768787507210445e-244	3.2226357365867266	0.651	0.277	3.2929427725827385e-239	Late Erythroid	MKRN1
0	3.2101413226787585	0.336	0.036	0	Late Erythroid	SMOX
6.609421163559542e-259	3.205442028426071	0.227	0.028	2.482035929551515e-254	Late Erythroid	FRMD4A
0	3.198083160702648	0.874	0.354	0	Late Erythroid	GLRX5
1.894299361981383e-233	3.1933133404336873	0.46	0.125	7.113662394048688e-229	Late Erythroid	CPEB4
6.895529003329929e-129	3.187563484150087	0.16	0.027	2.589478006620488e-124	Late Erythroid	SORBS1
3.0599682711916857e-183	3.139299724834562	0.323	0.078	1.1491098848806137e-178	Late Erythroid	SLC22A16
1.9445717906076156e-229	3.082919172847515	0.283	0.049	7.302450445268779e-225	Late Erythroid	DNAJC6
0	3.0637486738171527	0.74	0.22	0	Late Erythroid	HAGH
8.962727574897509e-141	3.055515533939018	0.207	0.041	3.3657730862012616e-136	Late Erythroid	RSAD2
1.829129548135828e-276	3.05466518719067	0.362	0.067	6.868930192114474e-272	Late Erythroid	TUBB2A
0	3.051314742507238	0.473	0.082	0	Late Erythroid	ARHGEF12
7.724694746908214e-105	3.0364193117523843	0.107	0.015	2.900854618306442e-100	Late Erythroid	AC123912.4
1.5729524175804908e-125	3.029986585981645	0.241	0.06	5.906908213740017e-121	Late Erythroid	AC010615.2
3.974553052361262e-128	3.029067855400311	0.155	0.026	1.4925639077532246e-123	Late Erythroid	BBOF1
2.6903039904967116e-114	3.0289579411795566	0.141	0.023	1.0102898575512302e-109	Late Erythroid	DPF3
3.23827045832901e-134	3.0134992672125263	0.299	0.086	1.216067705216293e-129	Late Erythroid	DHRS13
2.7039287338591617e-233	3.0109773567027642	0.403	0.099	1.015406357426131e-228	Late Erythroid	MINPP1
0	3.00434216090083	0.698	0.163	0	Late Erythroid	MXI1
3.642107336058485e-194	2.980245118934711	0.254	0.046	1.3677205679100428e-189	Late Erythroid	SLC22A4
5.348283914883948e-133	2.964750576295465	0.253	0.062	2.008441058556369e-128	Late Erythroid	NCEH1
1.9832629941253133e-112	2.9434562815276517	0.101	0.013	7.447747521838789e-108	Late Erythroid	LRRN2
1.007648584580836e-212	2.9211173161974062	0.354	0.082	3.7840227296764135e-208	Late Erythroid	RNF123
0	2.912987003668287	0.81	0.335	0	Late Erythroid	RBM38
4.72852505411467e-188	2.900285795824903	0.419	0.128	1.775703013571682e-183	Late Erythroid	ALAD
0	2.8990555798465856	0.719	0.282	0	Late Erythroid	UROD
6.604792577542422e-156	2.8909508516730984	0.495	0.209	2.4802977566445058e-151	Late Erythroid	TFRC
0	2.880074448650141	0.86	0.4	0	Late Erythroid	FBXO7
0	2.876123397281661	0.391	0.064	0	Late Erythroid	E2F2
6.289989562076432e-97	2.8747227081277487	0.196	0.049	2.3620797802465625e-92	Late Erythroid	PIGQ
0	2.8530256740002566	0.901	0.579	0	Late Erythroid	BSG
3.7576366140690706e-120	2.851257047643572	0.181	0.036	1.4111052776813581e-115	Late Erythroid	EPN2
0	2.8486294636530616	0.751	0.187	0	Late Erythroid	LGALS3
3.909975227252041e-91	2.8337391001656576	0.4	0.18	1.468312997089959e-86	Late Erythroid	XPO7
7.069664185763778e-152	2.831882966667437	0.191	0.033	2.6548709916798716e-147	Late Erythroid	CA8
1.14074901104484e-232	2.8273686693114675	0.467	0.127	4.2838547611766876e-228	Late Erythroid	MARCHF3
8.198025151506102e-263	2.820707925777481	0.773	0.416	3.0786043851450866e-258	Late Erythroid	NCOA4
1.0624246661866876e-248	2.820085145820804	0.67	0.289	3.9897233489308675e-244	Late Erythroid	ADIPOR1
0	2.77981237895921	0.758	0.276	0	Late Erythroid	MAP2K3
2.208127990846384e-189	2.7782854347864077	0.193	0.027	8.292183044025425e-185	Late Erythroid	TMPRSS9
2.917600325215494e-121	2.7678947591110052	0.229	0.055	1.0956464501281745e-116	Late Erythroid	ITSN1
0	2.7576269348197275	0.71	0.237	0	Late Erythroid	TENT5C
2.079958024191815e-234	2.7500413400935746	0.452	0.119	7.8108663682475225e-230	Late Erythroid	RANBP10
0	2.730411028471023	0.525	0.067	0	Late Erythroid	GATA1
5.8894236274336e-131	2.6961804819730597	0.476	0.202	2.2116552548101397e-126	Late Erythroid	ARL4A
2.1127541162239044e-190	2.6872243253642707	0.29	0.06	7.934025532655628e-186	Late Erythroid	MOSPD1
7.704251274803974e-197	2.6843769248444658	0.44	0.131	2.8931774812271363e-192	Late Erythroid	GCLC
9.927382632539329e-140	2.682868229906253	0.327	0.094	3.728029999997494e-135	Late Erythroid	NFIA
1.3483676511717003e-157	2.656229973824162	0.403	0.13	5.063525040445087e-153	Late Erythroid	PPME1
0	2.654041468639001	0.677	0.225	0	Late Erythroid	NUDT4
4.768238536062345e-170	2.649337435594725	0.355	0.096	1.7906166174474922e-165	Late Erythroid	MBOAT2
0	2.6488820399570927	0.73	0.248	0	Late Erythroid	STOM
0	2.596889235312632	0.58	0.159	0	Late Erythroid	TANGO2
3.409113216116748e-201	2.589673522523487	0.425	0.12	1.2802242860483224e-196	Late Erythroid	TCP11L2
2.4708248734927287e-166	2.569246079970324	0.263	0.054	9.278688647427245e-162	Late Erythroid	TFR2
2.686735419690859e-88	2.5606535238652772	0.195	0.052	1.0089497521565082e-83	Late Erythroid	FAM83D
3.494945563279111e-62	2.5548424336845406	0.143	0.039	1.3124569073782045e-57	Late Erythroid	IBA57
4.2576865454641117e-196	2.5416843810515353	0.282	0.055	1.5988890284181377e-191	Late Erythroid	SNX22
0	2.5306541462953045	0.785	0.263	0	Late Erythroid	MPP1
5.516227394331695e-205	2.5281980012516994	0.534	0.186	2.0715088733933812e-200	Late Erythroid	SPECC1
2.8244372310614096e-103	2.525215737576947	0.209	0.052	1.0606609133804911e-98	Late Erythroid	SLC36A1
8.362634239541355e-79	2.5100994196940034	0.123	0.025	3.140420035974965e-74	Late Erythroid	A4GALT
5.722126796017345e-58	2.4899489797687964	0.1	0.022	2.1488302757083933e-53	Late Erythroid	FLACC1
1.843813134220751e-152	2.481981009875246	0.243	0.051	6.924071462939186e-148	Late Erythroid	TMEM63B
5.027331456090835e-131	2.47467019170438	0.238	0.055	1.887913781705791e-126	Late Erythroid	FN3K
3.6124294407449704e-62	2.465386193637955	0.254	0.104	1.3565756278829588e-57	Late Erythroid	TUBG1
3.5982846946865997e-245	2.450594353005382	0.899	0.823	1.3512638513956588e-240	Late Erythroid	UBB
2.1650822465657302e-106	2.4436047124801874	0.196	0.046	8.130533360528286e-102	Late Erythroid	STEAP3
4.816181588777712e-156	2.4305370903195196	0.439	0.151	1.8086206720336944e-151	Late Erythroid	MOB1B
8.89028329895386e-239	2.424917275570959	0.545	0.178	3.338568087256143e-234	Late Erythroid	CMAS
4.378280886407851e-206	2.4223856600283122	0.622	0.258	1.6441758212727402e-201	Late Erythroid	PITHD1
1.720281083145554e-185	2.417883872966504	0.466	0.152	6.460171551536499e-181	Late Erythroid	UBE2O
6.389028439333788e-129	2.4136542249314026	0.357	0.119	2.3992718498230173e-124	Late Erythroid	GCLM
6.669614483592892e-156	2.4009287830169894	0.324	0.086	2.5046403270236384e-151	Late Erythroid	RILP
2.7015943336885698e-163	2.3833710928573333	0.304	0.072	1.0145297201300686e-158	Late Erythroid	PRR5
3.621563837192473e-150	2.3830217347435747	0.256	0.056	1.3600058677808894e-145	Late Erythroid	FAM214B
2.6648211986551085e-77	2.368129812190141	0.25	0.087	1.0007203047309529e-72	Late Erythroid	CDK1
0	2.360205004721626	0.84	0.488	0	Late Erythroid	RAD23A
9.453183557556968e-41	2.35346069636731	0.134	0.045	3.549954021369368e-36	Late Erythroid	DEPDC1
1.4196889745460396e-218	2.3470572080079095	0.516	0.164	5.331358006112743e-214	Late Erythroid	DCUN1D1
3.1597208696320664e-137	2.346245341394175	0.499	0.22	1.1865699781729298e-132	Late Erythroid	UBAC1
5.133425918879195e-71	2.345617565322514	0.215	0.07	1.927755435316704e-66	Late Erythroid	TROAP
7.24459183517186e-76	2.3386592038687857	0.224	0.073	2.7205615718620885e-71	Late Erythroid	DLGAP5
7.210974031222131e-49	2.3296627744252003	0.141	0.044	2.7079370779448467e-44	Late Erythroid	KIF18B
3.2420023132241394e-189	2.3282178392206108	0.355	0.086	1.2174691286850611e-184	Late Erythroid	CHST2
3.540704841896122e-60	2.3272217808782427	0.201	0.068	1.3296408892772507e-55	Late Erythroid	FCHO2
0	2.326262533468971	0.778	0.345	0	Late Erythroid	EIF2AK1
2.3620985953082273e-226	2.290291773814497	0.633	0.229	8.870388854960986e-222	Late Erythroid	JAZF1
1.9667800284184975e-102	2.2812705717417536	0.176	0.038	7.385849040719983e-98	Late Erythroid	SRXN1
0	2.2718611012591943	0.906	0.595	0	Late Erythroid	GYPC
1.426953693911669e-138	2.2676601209237797	0.418	0.145	5.35863920674649e-134	Late Erythroid	NPRL3
4.723298468045094e-153	2.2670423359472465	0.397	0.127	1.773740273704974e-148	Late Erythroid	SLC38A5
5.120589919043921e-251	2.265793521333449	0.621	0.22	1.922935132298564e-246	Late Erythroid	CDC34
1.9811182928512575e-261	2.2629377210244	0.701	0.283	7.439693525144328e-257	Late Erythroid	PNP
3.422384729685251e-53	2.2577476798484324	0.171	0.056	1.2852081375387023e-48	Late Erythroid	MYH10
8.097193489409804e-250	2.248647255757171	0.636	0.237	3.040739071078064e-245	Late Erythroid	DPM2
9.952477288410565e-97	2.2432597172705258	0.236	0.067	3.7374537961168193e-92	Late Erythroid	CMPK2
3.4100867639504443e-85	2.2264416952853945	0.32	0.124	1.2805898824663103e-80	Late Erythroid	ABHD5
4.534797971808673e-68	2.218543530930628	0.125	0.028	1.7029526823533112e-63	Late Erythroid	FOXO4
1.851434979813368e-307	2.217307947744597	0.83	0.425	6.95269377969314e-303	Late Erythroid	CAT
7.899001044181983e-42	2.2155001819279754	0.14	0.047	2.96631186212166e-37	Late Erythroid	H2AC14
5.644431517276216e-167	2.2124602492996543	0.601	0.284	2.1196533676827376e-162	Late Erythroid	UBE2H
3.7714728262706263e-250	2.208518079755505	0.723	0.328	1.4163011904494084e-245	Late Erythroid	CCNDBP1
4.599625234984469e-68	2.204261482586763	0.213	0.07	1.7272972644937177e-63	Late Erythroid	NEDD4L
9.63082122301156e-155	2.1948459154076696	0.546	0.23	3.616662293877531e-150	Late Erythroid	H1-0
3.33776863456415e-41	2.1919066046312	0.465	0.381	1.2534322553378753e-36	Late Erythroid	MGST3
6.3113904650374124e-288	2.187892605156224	0.839	0.557	2.3701164613354995e-283	Late Erythroid	FKBP8
9.17271620451712e-214	2.183196417997632	0.627	0.252	3.444630116282314e-209	Late Erythroid	ISCA1
1.312521364006444e-50	2.1829642465135928	0.169	0.057	4.928911478253399e-46	Late Erythroid	CCNF
5.602686749446339e-307	4.375834821506468	0.166	0.012	2.1039769550195838e-302	LMPP	PRSS2
2.2713001660493553e-201	3.916973712765512	0.115	0.009	8.529413513565144e-197	LMPP	AC016735.1
0	3.625753102618127	0.184	0.013	0	LMPP	AC104088.1
0	3.108284233908891	0.343	0.035	0	LMPP	TCTEX1D1
3.985460829601452e-188	3.0953262011798532	0.103	0.008	1.4966601053402331e-183	LMPP	KIAA0087
5.442729602733592e-206	3.0544915534870087	0.134	0.012	2.0439082477145455e-201	LMPP	LINC02767
1.2674558990925694e-153	2.9734317721113293	0.118	0.013	4.7596771378623255e-149	LMPP	LINC00470
0	2.888556244872862	0.259	0.028	0	LMPP	AL590226.1
5.890002515504215e-148	2.886675776317098	0.136	0.017	2.211872644647298e-143	LMPP	THSD7A
2.094401915404552e-152	2.8681713562805764	0.153	0.021	7.865107512918713e-148	LMPP	LINC02573
0	2.86667109922354	0.689	0.092	0	LMPP	C1QTNF4
0	2.859984664021281	0.823	0.123	0	LMPP	SPINK2
0	2.8547898606256137	0.464	0.05	0	LMPP	AJ009632.2
8.832840214679757e-102	2.843382500270049	0.113	0.017	3.316996485818689e-97	LMPP	ST18
0	2.832291191295284	0.349	0.044	0	LMPP	ITGA9
0	2.816497751017825	0.209	0.019	0	LMPP	TM4SF1
0	2.8097718436370966	0.615	0.085	0	LMPP	ANGPT1
0	2.808979979464565	0.504	0.055	0	LMPP	RBPMS
2.2838233535408013e-176	2.7932381514465754	0.146	0.017	8.576441839551771e-172	LMPP	AC004540.2
7.310397772248703e-277	2.791048436667595	0.224	0.025	2.7452736754125557e-272	LMPP	DYTN
2.471270205845563e-214	2.7842124338177534	0.151	0.015	9.280361004011842e-210	LMPP	NPTX2
1.1529330012577088e-127	2.7570742762357847	0.102	0.011	4.329609299623074e-123	LMPP	DOC2A
1.1573659128804703e-146	2.74898735459627	0.132	0.016	4.34625621264003e-142	LMPP	DPYSL3
0	2.73997082786725	0.454	0.057	0	LMPP	CALN1
0	2.7368914413387255	0.243	0.024	0	LMPP	CLIP3
4.103576127224948e-301	2.727553422244309	0.299	0.042	1.5410159430567848e-296	LMPP	KRT18
0	2.706021968625125	0.488	0.063	0	LMPP	PROM1
1.701042643032665e-203	2.684799085349626	0.189	0.024	6.3879254373805665e-199	LMPP	IQSEC3
3.13126347782112e-144	2.672959821447426	0.132	0.017	1.1758833738261652e-139	LMPP	CACNB2
0	2.6558798156085848	0.838	0.135	0	LMPP	CD34
8.440157599639372e-148	2.653147474655804	0.135	0.017	3.169532383392573e-143	LMPP	TXLNB
0	2.612215770570125	0.529	0.089	0	LMPP	NKAIN2
0	2.6007505140956986	0.485	0.069	0	LMPP	RAMP1
1.6535531288609603e-197	2.587481329411788	0.224	0.035	6.209588064811564e-193	LMPP	MIR99AHG
4.51432368042737e-210	2.5592845861306617	0.188	0.023	1.6952639717108903e-205	LMPP	EFCC1
8.624403883285053e-267	2.5584782293861847	0.217	0.024	3.238722390290036e-262	LMPP	INHBA
1.7041461523844255e-133	2.5570924771297676	0.181	0.033	6.399580046049233e-129	LMPP	CRYGD
2.7097731873199774e-116	2.5355542297191995	0.111	0.015	1.0176011250342712e-111	LMPP	LRRC70
4.641802007481383e-204	2.5120211987449266	0.196	0.026	1.7431359078694839e-199	LMPP	MMP28
2.430092478029198e-143	2.498332505077622	0.111	0.012	9.125726282743048e-139	LMPP	WT1-AS
0	2.4946794996809363	0.709	0.133	0	LMPP	SMIM24
0	2.4932206963568992	0.797	0.165	0	LMPP	EGFL7
3.4341572921707526e-100	2.486400269480627	0.125	0.021	1.2896290879288827e-95	LMPP	GPC5
2.7155216514385696e-281	2.4808822801636214	0.259	0.033	1.019759845764726e-276	LMPP	NPM2
0	2.4686294560428044	0.462	0.071	0	LMPP	NPR3
8.211093510145214e-190	2.463554653499261	0.22	0.035	3.083511945864832e-185	LMPP	ACOT11
6.859669191844507e-98	2.4497431229460824	0.104	0.015	2.5760115716133678e-93	LMPP	CDH26
0	2.438510198870086	0.626	0.125	0	LMPP	MAP7
2.588894586567563e-279	2.43434760095946	0.425	0.089	9.722075840937169e-275	LMPP	RHEX
0	2.432989829193353	0.799	0.18	0	LMPP	FAM30A
1.5238869976260203e-144	2.427113422767507	0.109	0.011	5.722652842184995e-140	LMPP	AC090015.1
0	2.425521114632538	0.359	0.054	0	LMPP	CHRM3
0	2.4190383633353596	0.601	0.107	0	LMPP	GUCY1A1
1.6498191346161105e-277	2.410454099184903	0.372	0.067	6.19556579622388e-273	LMPP	DLK1
3.1269499618012655e-135	2.4075249519686244	0.211	0.043	1.1742635191552293e-130	LMPP	AL035446.2
3.0740509024347276e-223	2.40666783377125	0.22	0.03	1.1543983353913132e-218	LMPP	MPL
0	2.4052470685771707	0.444	0.072	0	LMPP	ZNF521
0	2.4046844135202887	0.395	0.065	0	LMPP	LNCAROD
5.529488868623998e-209	2.4040276061666885	0.27	0.047	2.07648895483437e-204	LMPP	NRXN2
6.442406973537818e-275	2.4033777342402467	0.277	0.038	2.4193170907726567e-270	LMPP	MDFI
0	2.402163889548057	0.539	0.097	0	LMPP	GNAI1
1.341303073768082e-201	2.4000399573609092	0.208	0.03	5.036995432921278e-197	LMPP	SPNS2
4.1629906562926965e-272	2.3866296542795813	0.364	0.067	1.5633278811575963e-267	LMPP	LINC00539
0	2.3786798142920773	0.332	0.044	0	LMPP	MYCN
6.668102388836288e-172	2.3771946713533545	0.19	0.029	2.5040724900796913e-167	LMPP	CLDN10
0	2.3712633032776402	0.597	0.095	0	LMPP	CALCRL
3.2747009126130163e-164	2.369872391773241	0.161	0.022	1.229748433713566e-159	LMPP	MROCKI
0	2.3682396480819627	0.66	0.128	0	LMPP	MSRB3
2.3094865087643583e-249	2.366234298748408	0.235	0.031	8.672814686362795e-245	LMPP	MAMDC2
3.513198539931428e-177	2.356891853280218	0.227	0.039	1.3193114477004492e-172	LMPP	SCARF1
2.015822523607114e-100	2.353858727105862	0.1	0.014	7.570018322901795e-96	LMPP	KCNIP1
4.3282753637802654e-111	2.3528924357140806	0.11	0.015	1.625397247360403e-106	LMPP	RADIL
9.822446026620878e-79	2.348410620084953	0.101	0.017	3.688623156376939e-74	LMPP	TRPM4
2.5550999854161635e-130	2.339604755518901	0.122	0.016	9.59516697523332e-126	LMPP	MFAP2
4.5801293986303523e-138	2.335868458456047	0.164	0.026	1.7199759930676563e-133	LMPP	AC004540.1
1.5091429434762336e-122	2.3179076002863575	0.147	0.024	5.6672844956363e-118	LMPP	AC125603.2
3.605374956961207e-267	2.317295541074777	0.343	0.06	1.353926457587642e-262	LMPP	SDSL
1.3620479092326767e-302	2.316688396982478	0.271	0.034	5.114898513541471e-298	LMPP	GCSAML
0	2.311751356666352	0.6	0.09	0	LMPP	BAALC
3.5327693165783847e-295	2.3116243477172844	0.4	0.075	1.3266608614546808e-290	LMPP	HOXA9
0	2.306176314019896	0.51	0.089	0	LMPP	TFPI
5.551707731692004e-171	2.2967083146952234	0.167	0.022	2.084832804482298e-166	LMPP	PRDM16
4.90380348306918e-112	2.2743569446968275	0.157	0.029	1.8415253219969692e-107	LMPP	AC011997.1
1.137438559514788e-118	2.272438968181979	0.117	0.016	4.271423022545884e-114	LMPP	AC104041.1
1.6771939998066048e-129	2.2694543985451414	0.15	0.023	6.298366627473743e-125	LMPP	FAM171B
0	2.260507746049785	0.523	0.101	0	LMPP	CYTL1
1.1201847649181212e-289	2.2562205853411	0.333	0.052	4.2066298476970206e-285	LMPP	MN1
0	2.2395276599925946	0.607	0.135	0	LMPP	NPDC1
9.639355012443139e-214	2.2381503898922155	0.321	0.064	3.619866987822772e-209	LMPP	SLC2A5
3.37506148224284e-151	2.227856885204629	0.179	0.028	1.2674368384266535e-146	LMPP	EHD2
2.85699949027833e-227	2.2271868940665644	0.326	0.063	1.0728890185842213e-222	LMPP	ARHGAP22
1.1974078654193902e-248	2.220247241346158	0.257	0.036	4.496625757009436e-244	LMPP	KCNK17
8.327928644096106e-108	2.2171998761373626	0.115	0.017	3.1273870437174107e-103	LMPP	COL4A5
8.087404514349313e-239	2.2056559882643727	0.266	0.04	3.0370630172735976e-234	LMPP	SHANK3
1.3220121069722944e-218	2.205337875312536	0.225	0.031	4.964552065313057e-214	LMPP	FOXC1
1.9503721897408754e-98	2.2048167697984558	0.136	0.025	7.32423268413391e-94	LMPP	LINC00173
5.807029102243428e-77	2.204675748814085	0.138	0.031	2.1807136387654745e-72	LMPP	FAM124B
1.0631083227095511e-214	2.203700850753126	0.225	0.032	3.992290684271177e-210	LMPP	KRT8
3.0552100563021197e-184	2.2020716055313656	0.192	0.027	1.147323032443135e-179	LMPP	AC090630.1
2.9454458126861056e-118	2.2020715009428846	0.155	0.027	1.1061032660380132e-113	LMPP	NYNRIN
1.5086730080312178e-166	2.1995251404814464	0.226	0.041	5.665519747059632e-162	LMPP	HOXA7
1.2597521369217297e-251	2.1990008291312133	0.385	0.078	4.730747199782172e-247	LMPP	CD200
1.6442741196964937e-92	2.198965507502108	0.129	0.023	6.174742601696243e-88	LMPP	OLIG1
7.235908950168885e-144	2.194192763005588	0.177	0.029	2.7173008880569216e-139	LMPP	NOG
5.352364442765684e-104	2.1890882011132806	0.106	0.015	2.0099734191917972e-99	LMPP	NR5A1
0	2.184453343952797	0.648	0.135	0	LMPP	FSCN1
1.2431106132216778e-212	2.182198798693817	0.288	0.053	4.6682532858313665e-208	LMPP	MACC1
4.275989852416353e-77	2.1743096533466204	0.101	0.018	1.605762469277913e-72	LMPP	TNNT3
1.9750731627680087e-220	2.1653874094149037	0.295	0.053	7.416992248142703e-216	LMPP	SLC9A3R2
1.9133198691317977e-122	2.1614042749216096	0.148	0.024	7.18509010455064e-118	LMPP	KIAA1257
1.0045288589538756e-299	2.1602964254851553	0.327	0.049	3.772307224029489e-295	LMPP	SLC18A2
2.0690169100904488e-116	2.1589228249719925	0.107	0.014	7.769779202462662e-112	LMPP	AADAT
7.46077220213554e-139	2.150419423673906	0.177	0.03	2.8017437850679593e-134	LMPP	OBSL1
1.2764203003654546e-141	2.1394334397991326	0.115	0.013	4.7933411539623915e-137	LMPP	TTC29
1.2464128607918374e-158	2.138373456906433	0.21	0.037	4.680654216131587e-154	LMPP	BAIAP2-DT
6.313549011707492e-127	2.130941495605046	0.217	0.047	2.3709270603665144e-122	LMPP	RHPN1
2.2157414835324327e-164	2.1294431388814155	0.262	0.055	8.320773993109344e-160	LMPP	CBX2
7.796225521618516e-119	2.116321156108067	0.171	0.032	2.9277165701334013e-114	LMPP	CHST13
2.5224084951980883e-105	2.1048854682776135	0.134	0.023	9.47240062201738e-101	LMPP	ZNF462
1.1895193986821088e-220	2.1039652996851657	0.238	0.035	4.467002197870923e-216	LMPP	ADARB2
5.598988505885652e-83	2.1030058032965573	0.129	0.026	2.102588153615239e-78	LMPP	LINC01088
1.4128326007251044e-137	2.1007441341537705	0.143	0.02	5.3056102655029845e-133	LMPP	LOX
3.5458448860901316e-113	2.09988531372235	0.161	0.03	1.3315711300734271e-108	LMPP	TIE1
0	2.099576603642907	0.761	0.221	0	LMPP	MBOAT7
3.304011612551599e-96	2.0989766511319643	0.101	0.014	1.240755480861502e-91	LMPP	CRHBP
2.9294262018072543e-72	2.091896320968926	0.124	0.027	1.1000874215646782e-67	LMPP	HOXA10-AS
4.7111866939021256e-265	2.0843395551177646	0.363	0.067	1.7691919391610653e-260	LMPP	MEIS1
4.5500934164518694e-184	2.083200222756043	0.294	0.061	1.7086965806801705e-179	LMPP	DEPTOR
0	2.074205326799346	0.571	0.128	0	LMPP	LAPTM4B
1.6305277924154759e-201	2.0693956692126614	0.265	0.046	6.123121018857837e-197	LMPP	PRAME
4.2571987850546274e-290	2.05727918924311	0.573	0.153	1.5987058597515642e-285	LMPP	ZNRF1
8.882264382414507e-132	2.0539843104226634	0.142	0.021	3.3355567435281197e-127	LMPP	PTPN14
2.916295881934052e-82	2.0517910391571466	0.107	0.018	1.0951565925426947e-77	LMPP	TNFSF4
8.947011112573498e-78	2.0510349121888383	0.111	0.021	3.359871083104726e-73	LMPP	HTRA3
1.3701439147495747e-42	2.0505393879294176	0.104	0.029	5.145301443059078e-38	LMPP	SLCO5A1
1.6696806782367103e-197	2.0501691121770045	0.276	0.051	6.270151850982318e-193	LMPP	MAPK12
1.576728563618566e-80	2.0469414586549695	0.151	0.035	5.9210887749568e-76	LMPP	NECAB1
4.296900595827703e-78	2.0459330106572544	0.122	0.024	1.6136150807511773e-73	LMPP	IGFBP6
3.6004970841822377e-107	2.045529843152921	0.163	0.032	1.3520946700229558e-102	LMPP	CACNA1C-AS1
3.6086137047229415e-143	2.0453906078775885	0.22	0.043	1.3551427045346063e-138	LMPP	TRIM47
0	2.035619006795213	0.515	0.116	0	LMPP	MEST
1.8755379138264673e-131	2.030116057164709	0.2	0.04	7.043207527792533e-127	LMPP	ARMCX1
0	2.02973508149229	0.538	0.124	0	LMPP	EVA1B
8.15662116252087e-89	2.0269036617654503	0.191	0.049	3.0630559451614623e-84	LMPP	HMGA2
1.9053435636003353e-101	2.0251296498533162	0.17	0.036	7.155136684388339e-97	LMPP	ZP3
4.323789775331881e-183	2.020140819623078	0.3	0.063	1.6237127743303812e-178	LMPP	DNMT3B
6.510942706923281e-110	2.020038699507809	0.168	0.033	2.4450543147309e-105	LMPP	CLDN15
3.463071025964978e-68	2.017575786352256	0.114	0.024	1.3004870623806283e-63	LMPP	KIAA1522
3.7756907048919086e-239	2.0147623402285135	0.39	0.085	1.4178851304080585e-234	LMPP	KIT
0	2.0133365386151483	0.493	0.097	0	LMPP	CPXM1
6.691782714066716e-56	2.012458324801211	0.117	0.029	2.512965162613474e-51	LMPP	ZNF667
1.1747348022958897e-131	2.0114746194968465	0.231	0.051	4.411481603061755e-127	LMPP	SPACA9
3.2717707526031306e-134	2.0088734519202553	0.201	0.039	1.2286480707250537e-129	LMPP	CACNB4
3.4727253022262086e-81	2.0085805469199265	0.155	0.036	1.3041125327450082e-76	LMPP	ZBTB46
1.7949285586334745e-195	2.0053142125246257	0.242	0.04	6.740495216236287e-191	LMPP	B3GNT8
2.2236144410374206e-120	1.9984195624029386	0.262	0.068	8.350339310427825e-116	LMPP	B3GNT5
1.3541325674730538e-75	1.9954115125871632	0.147	0.034	5.085174030631559e-71	LMPP	NT5E
